BrandID,BrandGUID,BrandDesc,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate,MBrandID,DeptID
701,8F97B7CE-5118-4AD4-8763-43A2B8052ADE,DONNA KARAN SOCKS,NULL,NULL,NULL,NULL,12376,35
702,79F25D75-097D-4828-8CD4-3E54B9E258C6,DOO RI,NULL,NULL,NULL,NULL,12860,3
703,B927719E-784B-4E5D-9669-69176EB1ECFF,DORE DORE,NULL,NULL,NULL,NULL,10592,16
704,943FF5F6-81E6-469E-B912-397D92D6B9DB,DOROTHY BARRICK,NULL,NULL,NULL,NULL,11225,32
705,212ED5AC-F968-4D6E-8B04-B5E7149C89E8,DOSTY,NULL,NULL,NULL,NULL,12386,35
706,B33F0925-88FE-4F52-9735-997BB02B66E0,DOWER AND HALL,NULL,NULL,NULL,NULL,13177,28
707,DF9F2380-5CFA-4849-A2A9-4FEDC0360B41,DR HAUSCHKA DUBLIN,NULL,NULL,NULL,NULL,13274,40
708,0C80A818-ECC1-4348-8542-6FF3EDB2BE66,DR HAUSHKA,NULL,NULL,NULL,NULL,11900,40
709,95F59838-6D71-4853-AA10-E16222B8035D,DRAKES,NULL,NULL,NULL,NULL,10580,15
710,529F8C67-77F1-4A8A-AA12-FA9C8CB9665F,DRAKES,NULL,NULL,NULL,NULL,10658,17
711,4F1ADC23-332D-4CF0-966A-B58EAF035BE0,DRAKES,NULL,NULL,NULL,NULL,12069,16
712,9E7FD779-A170-41C9-8E23-0F766B79287A,DRAKES,NULL,NULL,NULL,NULL,12667,14
713,F235080C-2653-413C-AD91-590171431972,DRAUGSVOLD,NULL,NULL,NULL,NULL,13101,28
714,9B9DA12C-0E9E-450B-B16F-FF41030C8D0E,DRIES VAN NOTEN,NULL,NULL,NULL,NULL,10112,3
715,3EF382CC-5FF5-4127-A9FE-4435D8EA14E5,DRIES VAN NOTEN,NULL,NULL,NULL,NULL,10675,18
716,502417D5-502C-4A4C-A14B-4FB7FD33056D,DRIES VAN NOTEN,NULL,NULL,NULL,NULL,10797,20
717,F2005349-EA5F-4012-AB3D-6152B514DB6B,DRIES VAN NOTEN,NULL,NULL,NULL,NULL,11164,31
718,520D0B37-6158-45DB-BC07-F5C7D7884192,DRIES VAN NOTEN,NULL,NULL,NULL,NULL,11191,32
719,89B03E45-ACF0-4E58-AF35-C97B3BA060DA,DRIES VAN NOTEN,NULL,NULL,NULL,NULL,11569,41
720,0A822AE7-7A14-423C-BA82-FB8C7182D83B,DRIFTER,NULL,NULL,NULL,NULL,12101,9
721,938E2165-37E9-4052-8873-C1D55776FF9C,DSQUARED,NULL,NULL,NULL,NULL,12611,45
722,F4E89621-040E-4905-A952-FF855392A1FF,DSQUARED 2,NULL,NULL,NULL,NULL,10299,9
723,72B84B49-BC0E-4780-A7E3-180FBE5501AA,DSQUARED ACCESSORIES,NULL,NULL,NULL,NULL,12825,44
724,3767F73A-C6EE-4F3F-81DE-4CA8C561D508,DUARTE JEANS,NULL,NULL,NULL,NULL,12024,18
725,063F1ED4-0FA5-498A-8475-67F6D7622084,DUCHAMP,NULL,NULL,NULL,NULL,10527,14
726,2519F8DE-479F-4237-9D46-D385C0955A8B,DUCHAMP,NULL,NULL,NULL,NULL,10558,15
727,57FDAD1D-448B-4697-934E-517548DBC00B,DUCHAMP,NULL,NULL,NULL,NULL,10627,17
728,A0083CB1-5791-41A4-AFA6-CF4203CE50BD,DUCHAMP,NULL,NULL,NULL,NULL,12706,16
729,2626664E-9E22-49A1-AD6A-FC903144DED6,DUCHAMP,NULL,NULL,NULL,NULL,12708,19
730,258E2ADD-22B4-487E-9445-ABEAFCA088B0,DUCHAMP SOCKS,NULL,NULL,NULL,NULL,12406,16
731,DB5DC779-FF46-425F-8890-E648E734BD10,DUFFER,NULL,NULL,NULL,NULL,10247,9
732,99B6F6DF-0F25-4594-A7EE-4D35EEAFE3A2,DUFFER OF ST GEORGE,NULL,NULL,NULL,NULL,10389,12
733,F0DF4759-6430-4947-9ECE-379FCEDC8C6F,DUFFER OF ST GEORGE,NULL,NULL,NULL,NULL,10529,14
734,9D0D482A-997A-4D84-86C1-599568345679,DUFFER OF ST GEORGE,NULL,NULL,NULL,NULL,10565,15
735,4954B2C9-7584-4B75-B133-951BED8AF3AB,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,1
736,03A99DE2-EDE8-4078-B694-8997452EE27F,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,2
737,16B4002F-2E78-4ED6-AA51-ABC062552C18,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,3
738,54569961-2FEB-4B00-A1D0-7CC99447EF3A,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,4
739,26CB5337-E4AA-427A-908D-BD24D888FA99,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,5
740,BE131C1B-D8FA-493B-8D9A-CF08D9068313,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,6
741,ABAB6055-78E7-412D-BC8C-C606170DBB98,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,7
742,8E7A6A9F-3C2E-4050-BBAA-70FFA246B86E,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,8
743,0B18E902-BC94-4ACB-B44C-9807759D4041,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,9
744,ABB05FCB-3DF6-4B5C-B3F8-68550056AFE9,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,10
745,CD53E09C-8E61-4EA7-BF0A-53DAC1232A46,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,11
746,7ACB9630-36B3-44C5-896A-EBB129CC88A3,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,12
747,D170BD0F-6D50-4E8B-8635-614B5F3437AE,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,13
748,B22E20C3-93F4-4C99-912B-13B1F07CF9E7,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,14
749,C95DAE55-FAD7-4894-AC97-B78E6B203863,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,15
750,20B07ABE-9690-4E7E-AD72-7A9F9C833ECE,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,16
751,EB1554E6-DC19-4551-96C3-FB121B2C04A1,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,17
752,331A4452-23AB-42E5-B499-59639F3095EA,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,18
753,C66290B2-7BC9-460C-929B-391325415FC0,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,19
754,F2EC0E11-2140-4636-925B-80D216CD978D,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,20
755,53F107FF-395B-4624-8B0F-FF1D2E74FD59,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,21
756,8378D00D-560E-4AB3-A2D1-B8843C587096,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,22
757,23A3463C-F4B8-421F-B203-D51399F8338B,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,23
758,328F200C-21B1-4275-9C77-E16D5A3FCD31,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,24
759,E62C1782-2B74-4F4C-B745-21DF588C2530,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,25
760,19F327DF-1D1F-4C76-B1C3-141D896DD8F0,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,26
761,249E00C7-13C8-4C29-AFA8-4EF7F5C83237,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,27
762,1A10F57B-21DD-476D-A848-28E118D7994E,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,28
763,C29EB00B-5852-4BCA-9DF4-48FF63881556,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,29
764,FF3B35D9-1CCA-4759-91DD-0996DA8A7D6B,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,30
765,1189E04A-70B3-4849-99BE-9FEDAF7D47EE,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,31
766,B6C649B4-831C-4E6A-AE22-15F2A6EA5F59,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,32
767,A65DBAAA-CBFA-41AD-85DA-911DDD5B185E,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,33
768,1B088C07-7DC2-4A5E-9DFA-13AB0B5CF606,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,34
769,32ED65D3-DC76-4325-BFCA-CA0563CF0ECC,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,35
770,81CF0F20-46E3-4CFE-B65F-5EF8EF28322A,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,36
771,ED08A724-8E42-4DF9-BA42-F11F2ED3CAD8,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,37
772,96CB31EE-E421-4205-BD41-D9A7B640AE78,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,38
773,A2F0390A-1A7A-46D4-9477-5C7CC85087B6,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,39
774,25EF1FA5-4890-43AE-B536-0EAF57777952,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,40
775,4765D0CA-C0DA-4C65-8CC8-3957A835B38C,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,41
776,5DE6595C-D66D-4C15-A279-37A5315E9F33,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,42
777,406F0163-B86E-4DD9-A109-11CE653ABB10,DUMP Merchandise Group,NULL,NULL,NULL,NULL,99999,43
778,BEC72CB1-1A6A-442E-B39C-1CBE3AE54B64,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,44
779,12DB8C77-B748-4EF2-A04D-89B14287134A,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,45
780,8BB9688B-F924-4B4A-A0AE-E908132786D3,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,46
781,F3177F87-2273-40AC-8C09-453693D6644D,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,47
782,C7856DF3-8EBA-4B4C-9C0E-E9CF55AA52A8,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,48
783,19D5E634-F222-4040-BCD5-9D40D42CD6B7,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,49
784,CC6F368C-4949-4406-93D7-3708D2C85A0F,Dump Merchandise Group,NULL,NULL,NULL,NULL,99999,50
785,186411FE-263F-4D9F-B1CF-F4024CA6443D,DUNHILL,NULL,NULL,NULL,NULL,10536,14
786,28410676-8A51-4026-A5D7-61B5F3F637A8,DUNHILL,NULL,NULL,NULL,NULL,10573,15
787,9C02708B-E84F-42D0-BA43-C862A7401C8E,DUNHILL,NULL,NULL,NULL,NULL,10643,17
788,67A2C3B3-0ADD-41E1-B23A-11C6BBA39C8A,DUPE,NULL,NULL,NULL,NULL,12021,18
789,EA17DB4F-A2AF-4BF1-AA6D-873E26CC6D21,DVB,NULL,NULL,NULL,NULL,13133,38
790,1FAF0339-8340-4737-93C0-211204DAA9F6,DVB,NULL,NULL,NULL,NULL,13180,9
791,147C8957-C2C9-4E1B-97F7-AC672207490B,DVF,NULL,NULL,NULL,NULL,12898,27
792,4DED833E-7967-4910-B28B-71F4CBB96587,DVF,NULL,NULL,NULL,NULL,13022,34
793,7E74358C-8D5C-4183-8134-478D6676C643,DWELL,NULL,NULL,NULL,NULL,13121,9
794,ED0BB23F-B998-4632-B840-5115646A28A8,E PLAY,NULL,NULL,NULL,NULL,10229,9
795,D1E2CBEB-3718-489E-87D6-52742AFEEA38,E WIGHTMAN,NULL,NULL,NULL,NULL,11896,40
796,91FA8EE7-0DF1-412B-A75F-7D2557CFA17D,EA7,NULL,NULL,NULL,NULL,10472,12
797,157AC039-9948-4DED-B86E-A43DF83C428C,EARL JEAN,NULL,NULL,NULL,NULL,10232,9
798,5F8B58DB-0415-41CC-B66B-ADB0A54F98A9,EARL JEAN,NULL,NULL,NULL,NULL,10368,12
799,01C8F945-9D9F-4D05-8473-A2E3C97AADB1,EARL JEAN,NULL,NULL,NULL,NULL,10689,18
800,696F5C05-CED8-4D94-9FA6-A2B66E864776,EARNEST SEWN,NULL,NULL,NULL,NULL,10347,9
801,33573E7A-5811-4B19-A606-1A8854A02B0B,ECHO,NULL,NULL,NULL,NULL,10906,23
802,6B7E446C-C287-4623-96DF-B485743E3A35,ED GRIFFITHS,NULL,NULL,NULL,NULL,11114,28
803,D336A0E5-46C8-4080-A4CA-2729EB7AA931,ED HARDY,NULL,NULL,NULL,NULL,12723,9
804,23B7CE31-803A-4C83-A793-DA0F665623B4,ED HARDY,NULL,NULL,NULL,NULL,13005,45
805,E7CC1E74-28B1-43D9-9FE7-974006994493,EDMUND CASTILLO,NULL,NULL,NULL,NULL,11617,41
806,4E0B93DC-2D4C-4738-ADE0-DB95A71626A6,EDUN,NULL,NULL,NULL,NULL,12705,12
807,B8D2BC8B-0004-4831-8D7C-518AA11F972C,EDUN,NULL,NULL,NULL,NULL,12763,9
808,4A0ABFBB-1D9D-491F-A742-CDB3E6174923,EDUN,NULL,NULL,NULL,NULL,12853,9
809,48FA55C6-DFB2-4878-8BF5-798BF529040D,EDWIN JEANS,NULL,NULL,NULL,NULL,12557,18
810,7E2BE38C-E207-4E51-B7F3-1A81DAD1192C,EDWIN JEANS,NULL,NULL,NULL,NULL,12567,12
811,0F8328BA-9218-4721-A9CF-B338F489BB6E,EILEEN SHIELDS,NULL,NULL,NULL,NULL,12594,41
812,91E971AA-4BC9-4BF2-8CBB-8D8E80DE484B,ELAURA,NULL,NULL,NULL,NULL,11119,28
813,BD3B54E7-E733-4080-8A3F-AAF967D5F030,ELEMIS,NULL,NULL,NULL,NULL,12699,39
814,43D65CE2-924B-4E44-897B-8DEAEE55AF5A,ELENA MEYER,NULL,NULL,NULL,NULL,10886,23
815,20498318-AF7B-4BC2-A7D5-4EFDE9576CC6,ELENA MEYER,NULL,NULL,NULL,NULL,11002,26
816,AE38663E-DBDC-47AC-9156-66D35DBB6A69,ELENA MEYER,NULL,NULL,NULL,NULL,11089,28
817,FE69F3C6-C298-4816-9880-69F5B0344CCC,ELEY KISHIMOTO,NULL,NULL,NULL,NULL,10157,7
818,2E3A8065-2C44-4427-90D7-F686C16ADA76,ELEY KISHIMOTO,NULL,NULL,NULL,NULL,11234,32
819,9CBC936E-4276-43DA-B1B4-10626FEF4FDC,ELEY KISHIMOTO,NULL,NULL,NULL,NULL,11575,41
820,0986DCE1-0EC3-4224-A42A-6C11F6C2C830,ELEY KISHIMOTO,NULL,NULL,NULL,NULL,11635,42
821,49EDC46C-C386-47EE-95AB-D161298DADA9,ELIE TAHARI,NULL,NULL,NULL,NULL,12801,8
822,C9753EB9-BC91-4795-A936-49088A078806,ELIE TAHARI,NULL,NULL,NULL,NULL,12925,41
823,B20C1F53-28FF-433D-9345-CC857E406006,ELISA ATHENIENSE,NULL,NULL,NULL,NULL,12762,32
824,7E00E8BF-D63B-4FFD-AE81-BDE805C7EB09,ELIXIR,NULL,NULL,NULL,NULL,11901,40
825,AD596E69-CAE4-482C-B0B7-92A9646FD0CA,ELIXIR,NULL,NULL,NULL,NULL,13125,36
826,ACB92E5A-3E68-4089-81D7-38843AC7AD66,ELLA MOSS,NULL,NULL,NULL,NULL,10335,9
827,CA4F40A8-F213-4D53-B241-CEBDC0190E42,ELLE MACPHERSON,NULL,NULL,NULL,NULL,11519,36
828,935896F2-E09A-4A45-A682-C100DCB71FB2,ELLE MACPHERSON,NULL,NULL,NULL,NULL,11553,37
829,9359C5AD-D331-4630-BC0C-71F88E5ED73C,ELLE MACPHERSON AFTERWEAR,NULL,NULL,NULL,NULL,13006,36
830,848D7165-5F1B-4F63-9EFC-3E3891456680,ELLE MACPHERSON BOUDOIR,NULL,NULL,NULL,NULL,13097,36
831,A7BCBF46-A7B1-4D3D-9ADF-90D8D86F1FD1,ELLEN LANGE,NULL,NULL,NULL,NULL,11897,40
832,51C73A5E-E985-424B-AA14-B3CCFC669EC9,ELM,NULL,NULL,NULL,NULL,42178,8
833,6AF90E5F-E3C5-4572-B860-0255209EE7C3,ELMAN,NULL,NULL,NULL,NULL,11624,41
834,253E5ACB-158C-4E45-A93E-A1F69FD3900E,ELVIS JESUS,NULL,NULL,NULL,NULL,12866,12
835,F877F091-CA91-4E98-A35A-79448B829028,EMAMO,NULL,NULL,NULL,NULL,13010,34
836,FD7452DE-7B3C-44FD-AD8D-9A71EA9B5464,EMANUEL UNGARO,NULL,NULL,NULL,NULL,10083,2
837,76C4AF9B-2368-49D8-9BAB-41CFEB34741B,EMERGE,NULL,NULL,NULL,NULL,10334,9
838,50C6BE87-FF0E-48F6-B4FF-46D057802128,EMI HEATHER,NULL,NULL,NULL,NULL,11877,40
839,485AD252-A617-479C-87A1-0CDFEB94AEDB,EMILIO CAVALLINI,NULL,NULL,NULL,NULL,11473,35
840,0AA67A46-17F3-4E6C-A259-DC828065C5B6,EMILIO PUCCI,NULL,NULL,NULL,NULL,11523,36
841,34D1473C-8D96-445F-AD22-34BABBBDCDD6,EMMA HOPE,NULL,NULL,NULL,NULL,11590,41
842,693FC059-AB5F-4C2D-A827-2C7E280035A9,EMPORIO ARMANI,NULL,NULL,NULL,NULL,11235,32
843,C9FC734B-E0F4-4507-8243-5F526B4F1C80,EMPORIO ARMANI,NULL,NULL,NULL,NULL,11716,38
844,8823E1E1-8C10-44C1-A46D-40D8DE7DA008,ENERGIE,NULL,NULL,NULL,NULL,10453,12
845,54A94662-2460-4005-841C-EF9249DADC1C,ENERGIE,NULL,NULL,NULL,NULL,10752,18
846,926A3F73-C873-438B-8EBA-CC4E6F78734E,ENERGIE ACCESSORIES,NULL,NULL,NULL,NULL,10455,12
847,A783A230-A412-4CBB-860E-F609B4F349B9,ENERGIE GOLD,NULL,NULL,NULL,NULL,10452,12
848,B15C2488-8E18-471F-8115-46608B73C0C9,ENERGIE GOLD,NULL,NULL,NULL,NULL,10751,18
849,270A268E-EC0F-4B25-8F41-D49B705559A1,ENGINEERED GARMENTS,NULL,NULL,NULL,NULL,12020,18
850,EAD06749-5883-42F8-8313-54D9D21F1EA8,ENGLISH AMERICAN,NULL,NULL,NULL,NULL,12930,18
851,6A623ED2-3A64-444B-801D-96FA096E1389,ENGLISH WEATHER,NULL,NULL,NULL,NULL,13234,8
852,C3FF1B29-AB3D-4D44-B1B2-F48AFFC3DE10,ERBAVIVA,NULL,NULL,NULL,NULL,11916,40
853,8FBFEE88-D6AD-4485-919C-865153CC715F,Erdem,NULL,NULL,NULL,NULL,13058,3
854,2A910167-7DFB-4397-B630-3B0CDC36FACD,ERDEM,NULL,NULL,NULL,NULL,13120,3
855,FF7B8459-05FE-4BF3-B603-233A5BDF38FB,ERES,NULL,NULL,NULL,NULL,11408,34
856,9E1B9C89-0769-4931-8AF3-1B75F5A52F2A,ERES,NULL,NULL,NULL,NULL,11487,36
857,E17570F5-CFEF-46DA-853E-3C50AC903B90,ER'GO,NULL,NULL,NULL,NULL,11893,40
858,67E52C84-BB18-4656-9E13-4DCE9319DA19,ERICKSON BEAMON,NULL,NULL,NULL,NULL,10882,23
859,BA98C48C-FBCC-4332-B712-5DECDBA4CF47,ERICKSON BEAMON,NULL,NULL,NULL,NULL,11082,28
860,16167ADC-1B7F-4547-BE67-C2A28F5BCAAD,ERIK HALLEY,NULL,NULL,NULL,NULL,11076,28
861,5FCF9CD2-054D-4357-86C9-4788771324CA,ERIKA PENA,NULL,NULL,NULL,NULL,13186,28
862,672AF60D-2B10-4AB6-B8A8-1F74CF6831A6,ERIKSON BEAMON,NULL,NULL,NULL,NULL,12895,2
863,87B4A28F-4A33-4292-8106-37B79D088AAC,ERIN FEATHERSTON,NULL,NULL,NULL,NULL,13178,3
864,89B0BE58-FFEC-4A19-AB30-E58783E64017,ERMENEGILDO ZEGNA,NULL,NULL,NULL,NULL,10523,14
865,08AAC780-EEBB-4988-98B8-D7927294DDA9,ERMENEGILDO ZEGNA,NULL,NULL,NULL,NULL,10553,15
866,FB8E3B42-47E6-4511-9804-7CEA409F6D5F,ERMENEGILDO ZEGNA,NULL,NULL,NULL,NULL,12806,38
867,6C6CD14B-0857-475B-A137-49BA4BE66FA9,ERNEST SEWN,NULL,NULL,NULL,NULL,12863,12
868,D6D83ABC-952F-4C4A-B8B2-E98CD068E8E5,EROTOKRITOS,NULL,NULL,NULL,NULL,13222,9
869,EBD351EB-F997-451A-8EFE-B0FC5EF9D238,ERROL,NULL,NULL,NULL,NULL,11442,34
870,45A1C1B7-55DE-4D9D-AEEA-410A3D98215F,ESCADA,NULL,NULL,NULL,NULL,11508,36
871,7984B5E5-94E4-4E96-9279-A56DB686E9CF,ESPA,NULL,NULL,NULL,NULL,11800,39
872,0905375C-A79A-4ED0-A709-73911DDB93F2,ESTEE LAUDER,NULL,NULL,NULL,NULL,11804,39
873,C7C87904-514E-460E-923A-89ED2F86C628,ETRO,NULL,NULL,NULL,NULL,10481,13
874,6156DD95-8A5C-4739-9B5F-BC9789B61625,ETRO,NULL,NULL,NULL,NULL,10528,14
875,67D2807E-DC06-448D-8C6B-9C01D13C35E1,ETRO,NULL,NULL,NULL,NULL,10562,15
876,5BB1F87A-0E56-48CD-8BC3-D62DD245A03C,ETRO,NULL,NULL,NULL,NULL,10631,17
877,6426FA35-5851-42D4-9917-274C39FCDEEE,ETRO,NULL,NULL,NULL,NULL,10788,19
878,3CA49E7E-7192-41BF-B80E-EE1FD4C498D7,ETRO,NULL,NULL,NULL,NULL,11203,32
879,F8720A1C-1640-4500-B546-19ADCD8F75A8,ETRO,NULL,NULL,NULL,NULL,12050,38
880,AA3BED90-66BC-4CD6-9594-832D135DEFB0,ETRO,NULL,NULL,NULL,NULL,12824,17
881,2822BA8E-B9B5-4BEC-A0E4-24C117132E74,ETRO,NULL,NULL,NULL,NULL,13131,19
882,DCBD665C-5A1A-4666-9E85-3A44D3C42CC6,EVE LOM,NULL,NULL,NULL,NULL,12701,39
883,2D1F4FC6-719C-49CD-94F5-F6F31B2DBDF1,EVENING WEAR DUMP,NULL,NULL,NULL,NULL,90182,1
884,B5748861-C097-4939-8258-6B2960B0D1C6,EVEREST HILL AROMAS,NULL,NULL,NULL,NULL,11895,40
885,4F37E4E6-F2FC-47D0-B3F8-D80FAEE75227,EVISU,NULL,NULL,NULL,NULL,10237,9
886,403D6378-16F0-4B96-87AB-CE08F0A4E623,EVISU,NULL,NULL,NULL,NULL,10371,12
887,D5FAB45C-A739-4D3C-B76F-35397E0280EE,EVISU,NULL,NULL,NULL,NULL,10693,18
888,0F821328-5FAE-4D00-AC97-CA7DEB26E577,EVISU,NULL,NULL,NULL,NULL,11198,32
889,3E116A57-3DF9-4551-8FA0-1E2338451E6B,EVISU,NULL,NULL,NULL,NULL,11637,42
890,2B24BF34-9375-4665-82D6-39F68AABCD72,EVISU SPA,NULL,NULL,NULL,NULL,11949,40
891,1BEB65E6-36E7-490B-9ECB-AC95AE8FA340,EXPORT DUMP,NULL,NULL,NULL,NULL,12512,43
892,026113D6-30F6-4614-A32A-11AC31709943,F A L,NULL,NULL,NULL,NULL,10278,9
893,56BD7004-0045-43CE-B022-A48D753E2787,FAB LANE SPORT,NULL,NULL,NULL,NULL,11736,38
894,E326D52B-641D-4EB1-89DD-D3958E42D349,FABRIS LANE,NULL,NULL,NULL,NULL,11729,38
895,8F05ACED-D35E-4F6F-A1B5-CC7B69F367B8,FABUCCI,NULL,NULL,NULL,NULL,12758,34
896,2481186E-7D81-41EC-8BBB-EA1A38EF3B16,FAKE BAKE,NULL,NULL,NULL,NULL,11925,40
897,22184BCA-DAC8-4257-9172-943153B7F300,FAKE GENIUS,NULL,NULL,NULL,NULL,10251,9
898,0BF48401-F51B-44FF-B57B-741458D5D559,FAKE GENIUS,NULL,NULL,NULL,NULL,10391,12
899,DEF5D137-911C-4F59-9039-B85C59F2CA7C,FAKE GENIUS,NULL,NULL,NULL,NULL,10717,18
900,4B2C4992-3D05-4662-B05C-D05FD1B7B891,FAKE LONDON,NULL,NULL,NULL,NULL,10164,7
901,43A25568-B676-4132-AEB8-F2AE6164B079,FAKE LONDON,NULL,NULL,NULL,NULL,10395,12
902,D2765E6F-9511-4CCD-B7C2-47B75FFD1DFA,FAKE LONDON,NULL,NULL,NULL,NULL,10719,18
903,99C5B55B-33E3-408E-B2F3-95DA339B65EE,FALIERO SARTI,NULL,NULL,NULL,NULL,11027,27
904,01CDBB0B-78CE-4180-8A93-5984573A331F,FALKE,NULL,NULL,NULL,NULL,10600,16
905,4A78F0F2-EF00-4786-896D-68E8946147AE,FALKE,NULL,NULL,NULL,NULL,11462,35
906,BEA2566F-D16F-4633-8929-B7B21BC2FE5F,FALKE,NULL,NULL,NULL,NULL,11499,36
907,AF905FC5-C879-4B66-A564-27FADFF8D817,FALKE SOCKS,NULL,NULL,NULL,NULL,11468,35
908,87AE8CFA-2FFC-43FF-9FBA-7A09F939A555,FALOR,NULL,NULL,NULL,NULL,12745,32
909,42FAC6CE-99B6-4CB8-B91A-E949B824261F,FANTASIE,NULL,NULL,NULL,NULL,11491,36
910,485FB512-A3EA-45A9-AF55-93ACC9865644,FAUVE,NULL,NULL,NULL,NULL,13171,36
911,73BE7A15-1C25-4E88-8EEC-D9566F3D698F,FAY RICKWOOD,NULL,NULL,NULL,NULL,12883,28
912,A3AC6843-432B-44DC-AE92-17B67A2C39FD,FAYRE FORM,NULL,NULL,NULL,NULL,12633,36
913,D8FEC051-4DC2-4EC5-8826-68A8FB07161F,FENDI,NULL,NULL,NULL,NULL,10991,26
914,06B622FE-8958-4D92-80C5-2BCD1A25ADF9,FENDI,NULL,NULL,NULL,NULL,11174,31
915,888B15D6-2E8B-4B8C-B0B8-A871A1AE1CDD,FENDI,NULL,NULL,NULL,NULL,11584,41
916,2A6BFCBC-0029-4F60-BB87-E63B3BEC5CA1,FENDI,NULL,NULL,NULL,NULL,11735,38
917,8C7523EF-F11B-4875-A24B-AA87A3D43E9A,FENDI,NULL,NULL,NULL,NULL,12900,28
918,C8F20CEF-40A1-4D2E-AB51-C93B98781E44,FERRAGAMO,NULL,NULL,NULL,NULL,11737,38
919,C7933895-F761-4B7A-9A87-947A55C3D6F5,FERRAGAMO,NULL,NULL,NULL,NULL,12901,15
920,E75C043E-8092-4CB5-AF09-1D58E975BEB6,FERRAGAMO,NULL,NULL,NULL,NULL,12911,15
921,BDEE2456-FCF4-4610-8B91-5596D6FAFD60,FICCARE,NULL,NULL,NULL,NULL,11139,28
922,DFB9EF16-6A13-4A12-81DB-544686BB1E63,FIFI CHACNIL,NULL,NULL,NULL,NULL,11488,36
923,90B6DAE4-FABD-43A2-BE6D-7CE427EB404E,FILS,NULL,NULL,NULL,NULL,10280,9
924,1290D758-4CE8-452A-B78B-729C6547627D,Fit Flops,NULL,NULL,NULL,NULL,13257,40
925,F19F49CB-251A-4E48-94E3-0C63FCF4F789,FJ560,NULL,NULL,NULL,NULL,10445,12
926,D478A397-91CD-452D-A4D3-0ECD696FC574,FLAMINGO SANDS,NULL,NULL,NULL,NULL,12993,34
927,7854E4DD-D85D-450E-9F3B-F4CA0EA1E551,FLAVIO OLIVERA,NULL,NULL,NULL,NULL,11223,32
928,628877D2-6945-4B27-9182-8E82ECCBFF80,FLEUR T,NULL,NULL,NULL,NULL,11525,36
929,0B92A393-508E-4C5D-99DD-FF1BC6A82B17,FLIGHT,NULL,NULL,NULL,NULL,12822,13
930,5273BC4F-22E3-4376-9AD3-562ECED508F0,FLIGHT,NULL,NULL,NULL,NULL,13042,14
931,8FB9EE03-8295-4DB2-A987-7FD70FA145C4,FLIGHT,NULL,NULL,NULL,NULL,13151,15
932,B00ACC8F-51FA-4FDE-B17B-F825335D7C14,FLORIAN LADAETTER,NULL,NULL,NULL,NULL,12585,28
